poll_id,hypothese,nom_institut,commanditaire,debut_enquete,fin_enquete,echantillon,population,rolling,media,tour,filename,candidate_id,candidat,complete_name,name,surname,parti,intentions,erreur_sup,erreur_inf
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,5,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,16,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,OF,Olivier Faure,Olivier Faure,Olivier,Faure,Parti Socialiste,6,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,4,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,GA,Gabriel Attal,Gabriel Attal,Gabriel,Attal,La République En Marche,23,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,5,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,2,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,32,,
20240707_0708_hi_B,H1,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,4,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,2,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,3,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,15,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,RG,Raphaël Glucksmann,Raphaël Glucksmann,Raphaël,Glucksmann,Place Publique,14,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,GA,Gabriel Attal,Gabriel Attal,Gabriel,Attal,La République En Marche,20,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,5,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,2,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,31,,
20240707_0708_hi_D,H5,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,4,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,1,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,3,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,15,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,RG,Raphaël Glucksmann,Raphaël Glucksmann,Raphaël,Glucksmann,Place Publique,14,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,EP,Édouard Philippe,Edouard Philippe,Edouard,Philippe,Horizon,22,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,5,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,2,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,31,,
20240707_0708_hi_C,H4,Harris Interactive,"M6, RTL",2024-07-07,2024-07-08,2496,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9888-pres-harris-interactive-challenges-m6-rtl-le-8-juillet.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,3,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,1,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,13,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,4,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,OF,Olivier Faure,Olivier Faure,Olivier,Faure,Parti Socialiste,5,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,GA,Gabriel Attal,Gabriel Attal,Gabriel,Attal,La République En Marche,20,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,8,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,3,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,37,,
20250326_0327_if_B,H1,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,5,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,1,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,12,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,4,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,OF,Olivier Faure,Olivier Faure,Olivier,Faure,Parti Socialiste,4,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EP,Édouard Philippe,Edouard Philippe,Edouard,Philippe,Horizon,25,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,5,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,4,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,36,,
20250326_0327_if_A,H2,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,5,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,1,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,13,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,3,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,OF,Olivier Faure,Olivier Faure,Olivier,Faure,Parti Socialiste,5,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EP,Édouard Philippe,Edouard Philippe,Edouard,Philippe,Horizon,21,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,BR,Bruno Retailleau,Bruno Retailleau,Bruno,Retailleau,Les Républicains,11,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,3,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,34,,
20250326_0327_if_C,H3,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,5,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NA,Nathalie Arthaud,Nathalie Arthaud,Nathalie,Arthaud,Lutte Ouvrière,1,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,PP,Philippe Poutou,Philippe Poutou,Philippe,Poutou,Nouveau Parti Anticapitaliste,1,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,JLM,Jean-Luc Mélenchon,Jean-Luc Mélenchon,Jean-Luc,Mélenchon,La France Insoumise,13,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,FRo,Fabien Roussel,Fabien Roussel,Fabien,Roussel,Parti Communiste Français,2,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,RG,Raphaël Glucksmann,Raphaël Glucksmann,Raphaël,Glucksmann,Place Publique,11,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MT,Marine Tondelier,Marine Tondelier,Marine,Tondelier,Europe Écologie Les Verts,3,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EP,Édouard Philippe,Edouard Philippe,Edouard,Philippe,Horizon,20,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,LW,Laurent Wauquiez,Laurent Wauquiez,Laurent,Wauquiez,Les Républicains,5,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,NDA,Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,Nicolas,Dupont-Aignan,,3,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,MLP,Marine Le Pen,Marine Le Pen,Marine,Le Pen,Rassemblement National,35,,
20250326_0327_if_D,H4,IFOP,JDD,2025-03-26,2025-03-27,1200,représentatif de la population française âgée de 18 ans et plus,,True,1er Tour,9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf,EZ,Éric Zemmour,Eric Zemmour,Eric,Zemmour,Reconquête,6,,
